,IPnum,IPval,slope,EDF,Fval,pval
D_net,1,2.12,0.774416645216019,2.39011455962604,8.07825764787945,0.000611399386010754
C_net,1,2.18,0.642720400294576,2.26180414799023,6.08331562534795,0.00363253928227435
E_net,1,2.09,0.80910189807929,2.44567170548933,9.13256897475593,0.000264473634775634
L_net,1,2.08,-0.770277963370075,2.43226714240032,8.71380405041902,0.000447513067771478
