str_hm,deg_hm,clus_hm,eff_hm,path_hm,GSR
0.429858254759838,0.0471363582361543,0.702114113587655,1.24591683859536,-1.74875057757623,NO
-0.346144373780403,-0.277862029670671,-0.527224265806889,0.934898062211653,-1.38358465787523,NO
-0.254686657749031,0.0212369679663848,0.370552674849629,0.578499528190002,-0.556848233571405,NO
-0.616196675380271,0.186294025803078,0.516755713737053,0.555533875456371,-0.55367525838323,NO
1.01872890813223,0.568835998592745,0.410386503493391,1.30607823144767,-1.81153890782215,NO
-1.20086270953979,0.145672054845538,0.35127903328887,0.731997681844469,-0.362172948448823,NO
0.195150731425402,-0.140385929394802,-1.54311785555637,0.819596742392049,-1.13892851552232,NO
1.29503792226926,1.06969384600816,0.800532354768126,1.54324950899362,-1.66922406419081,NO
0.582562968499599,-0.334361822526324,-0.247318224498656,-0.0208097907707365,-0.0923033630155038,NO
0.367514493669704,0.884242541259336,1.28685513809933,1.73403503720465,-1.92733220142536,NO
1.08085617082886,-0.115130682040394,-0.266397564191246,0.876022601518066,-1.26312485118911,NO
0.281611463826643,-0.0440872797632238,-0.138059302452506,0.69988940918776,-1.15522260686019,NO
0.761026380722283,0.319762527379034,1.57056573098976,1.25031365844685,-1.4918951613732,NO
-0.72184877005101,-0.207773209946771,0.653193748970873,0.54641793159179,-1.00556112015959,NO
0.426352116956262,1.18593603030268,0.554287323252889,1.84883206074533,-2.52254169629679,NO
0.513891396948321,0.784376197050373,0.653106896019867,1.58376647203648,-1.62773220488199,NO
-0.0829740524729788,-0.472299402092433,-1.50459216929897,0.254535777617338,-0.955922749570174,NO
-0.0260268522936139,-0.494856986729893,-1.12289775336566,0.128939047886271,-0.755190367482306,NO
-0.0634016999955386,-0.517350019308252,-0.739296473252171,0.380552364202997,-0.878070615188188,NO
-2.43408442359953,-1.34357493140841,-0.117915712296522,-0.454747200384716,0.014528985945618,NO
-1.03922014678799,-1.45768691181833,-1.01155608334397,-0.35550049272411,0.192106482115665,NO
0.369523604299743,-0.35390568368404,0.0522374148906901,0.624860232767915,-1.07015385572045,NO
-0.959895831097453,-0.692481763000391,-0.682009372035223,-0.145814783100049,0.0406720826121791,NO
-2.80893041144042,-0.653256616516502,0.295028953139726,0.125617447935766,-0.325664910266665,NO
0.1594227725491,0.231302076412747,0.521586220107956,0.863200199493631,-1.26838477490983,NO
-1.59524728251756,-0.825572712596067,0.0435485744309242,0.15589029875274,-0.508688295152525,NO
-1.28423536136863,-0.74595205136408,-0.930346039970801,-1.01786994615765,0.850169236453297,NO
-0.668507685828277,-0.879380775585278,-0.462939058800392,0.0523667589641214,-0.56507004154691,NO
-0.42805838214064,0.563688512696135,1.12894300623259,1.37082310219211,-1.61830686470414,NO
