,component,strengh
CON.DAN,1,7.7037610719758
DAN.DMN,1,7.55469757465125
AUD.FPN,1,8.13732731351588
CON.FPN,1,8.97375909310452
DAN.FPN,1,11.0972802239669
DMN.FPN,1,7.4872849785328
DAN.MEM,1,7.31533062921085
CON.SMM,1,7.27027988070703
DMN.VIS,1,7.50585949824923
