max_comp,max_sum
8,48.1188718098517
0,0
0,0
5,50.7381445222907
0,0
3,29.7376629030572
0,0
1,4.57212697784224
0,0
0,0
0,0
1,8.63397238483746
0,0
1,5.29635300386829
2,14.9051002136451
9,78.6409345711651
0,0
0,0
0,0
0,0
0,0
1,8.17965563448037
1,8.69984214998351
2,16.866319792241
0,0
1,13.8770939235285
1,5.23980284462598
0,0
1,14.722363611347
0,0
6,59.1655737559
1,5.94660201442359
2,17.6294046901925
3,26.6682827057069
1,5.17550758894717
1,7.95537927735521
1,6.63449166469803
1,4.25630702919646
1,8.46039710925453
1,6.19238611562107
4,34.1858515061288
1,9.03285141768518
0,0
1,7.30558743996029
0,0
3,17.4406420713099
0,0
2,16.275530682198
1,5.23303559848113
4,30.5479987456206
0,0
2,23.2286921554225
1,10.2381626260114
0,0
9,67.8195566982944
2,26.973884999108
10,86.4192100702598
0,0
2,10.5830016494466
8,65.5368854218657
1,5.51280273511914
0,0
0,0
5,43.0863813460428
2,22.0218579350302
2,19.3570318839555
1,5.82032394035074
2,10.8988710971975
10,95.0531793968749
0,0
0,0
7,46.9425818892752
0,0
0,0
11,94.8885018059892
0,0
1,4.88392143490826
0,0
3,34.235603589849
1,7.4955922178398
15,120.075989588517
0,0
1,5.21888664745082
1,5.54813978784059
0,0
3,31.3274097644067
0,0
1,10.3417685840624
2,15.0390585648084
0,0
0,0
0,0
5,41.5781962978103
1,4.66294406516229
2,9.75703877099713
1,7.65092262486717
13,224.364679275673
0,0
0,0
4,28.5546705369182
0,0
4,31.8785332422754
3,22.4488047627883
0,0
1,11.333241056743
1,15.9675359180003
0,0
0,0
0,0
0,0
0,0
2,16.1661700215118
0,0
0,0
3,25.7112754745218
7,49.0830447843389
0,0
0,0
0,0
4,35.2782342180618
0,0
0,0
0,0
1,5.08235437255574
0,0
9,69.4190158851804
1,9.78582569067816
5,38.9886374178605
1,10.2048982660665
2,20.5534621592033
0,0
1,8.04652351269889
0,0
0,0
0,0
1,7.92338716084996
5,43.9495260149221
2,14.519857495001
15,155.143909808338
2,16.4921028878534
1,7.39076175934761
0,0
0,0
0,0
1,7.62725985709933
1,7.50920980659775
0,0
1,4.23470170653117
1,8.29030303172067
0,0
2,16.2850482703883
0,0
1,9.25125487509892
1,8.11268200724251
4,39.8652347972017
0,0
2,17.9937905987739
0,0
0,0
1,4.59220001620287
0,0
0,0
2,16.3099931994402
0,0
0,0
0,0
0,0
1,13.8488367790616
3,28.7030296352618
0,0
0,0
0,0
0,0
1,8.41876106249984
0,0
6,47.2666976040748
0,0
2,17.2113738622245
0,0
1,8.38367304747622
2,10.882293269649
0,0
1,7.65231444956148
12,108.70777695029
0,0
0,0
1,8.82501646998812
1,10.8635611186246
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,7.79177068463033
1,4.89987555699811
1,6.16811127334169
11,107.280320193401
1,5.30916318188164
1,9.90079672501905
0,0
12,114.224623634171
0,0
0,0
15,126.444898899
1,7.60911869248949
1,7.91855036347921
1,5.3298187916709
0,0
0,0
5,97.0471149836814
3,26.7054392002102
2,11.3016069435154
10,99.0732875317118
0,0
1,7.84803035627376
5,40.607767530899
0,0
0,0
1,7.21698525760362
0,0
1,7.42629253476614
1,8.03656875086788
0,0
4,25.9997962220179
12,136.273213817155
7,56.9625033116765
0,0
0,0
1,8.19118503049821
3,27.9468777103654
0,0
0,0
0,0
1,7.75599264539881
0,0
1,5.57828515854369
1,7.9396689363909
0,0
0,0
0,0
0,0
1,7.21701064254234
1,5.78046396447884
4,32.8790282000907
0,0
0,0
1,18.0568899584633
0,0
12,119.918646387996
1,5.94364433582977
1,8.79071806129341
1,9.33748045051978
0,0
0,0
9,87.6404560616158
1,9.69389083250371
0,0
3,26.8442386870108
1,7.78431588682246
2,14.7062759129083
4,25.9234740359842
0,0
0,0
0,0
2,14.1914075185245
6,46.9517808405832
3,23.6799817652745
0,0
0,0
0,0
1,7.20217422855041
2,15.020082743908
0,0
0,0
4,28.5773997882194
0,0
0,0
2,19.6479660564306
0,0
0,0
0,0
2,13.3520170458073
0,0
1,5.94713279398065
5,40.7308608871295
1,7.84788254328943
2,14.1334103010476
0,0
3,15.5370371789383
0,0
0,0
3,25.6117414468603
0,0
0,0
0,0
3,21.6548422981546
0,0
0,0
1,5.42843043079072
0,0
0,0
2,16.2085146606606
0,0
2,21.987068235915
1,10.7681924429372
2,17.8946270930364
0,0
5,75.7833466012386
2,24.0061615603599
3,26.2931632078032
0,0
0,0
0,0
0,0
2,16.2135929808512
0,0
0,0
6,55.3486421462109
0,0
0,0
1,8.8245778352653
0,0
1,8.43437117953971
0,0
2,16.5075905121571
1,7.76600920039598
0,0
0,0
1,5.76424214033359
0,0
0,0
1,6.26811973739924
4,34.7863786032115
12,101.338505922981
0,0
11,94.6110241455007
0,0
6,62.6177835647886
0,0
0,0
0,0
0,0
1,7.82995309417968
0,0
0,0
0,0
2,14.4931493582006
1,9.84129478867512
1,8.14425266596656
1,8.11562491794901
1,7.20427414552148
0,0
3,25.3790941344033
0,0
1,6.0713444259002
0,0
0,0
0,0
9,75.3619745382997
1,8.59835991115452
0,0
8,72.3585043098087
0,0
0,0
1,6.37804825620573
0,0
0,0
0,0
1,6.27328161021617
3,17.4508983486107
0,0
3,25.3323160434564
1,10.6541663864757
1,5.34324171557794
1,12.3092751184604
1,8.62679183197039
1,7.72217044995512
0,0
3,24.1500182890948
2,21.6978134701983
0,0
0,0
1,7.7885474231645
1,16.2576287533238
1,7.93854749943179
13,126.878397959063
2,15.5538529775726
0,0
0,0
1,7.91625320819708
1,7.79030668668714
0,0
1,7.24453801652326
0,0
2,10.0348807658333
0,0
0,0
0,0
0,0
0,0
1,8.37542220780238
0,0
0,0
0,0
1,7.54676858363945
0,0
1,7.2756619225814
0,0
8,70.2734495276911
1,9.22946867496516
0,0
1,5.91810452067612
0,0
11,110.861029226421
0,0
0,0
1,7.35024334713523
7,72.5506054400315
6,51.8131494124941
3,20.7858600273643
3,32.6895792176181
2,19.2053980926634
3,21.9722215291529
3,40.4867968979276
0,0
0,0
0,0
0,0
0,0
0,0
1,7.58057762291008
1,11.4159541227751
12,112.132113749028
0,0
0,0
0,0
1,7.9992889721322
0,0
1,5.92197161034615
4,31.7672048744043
1,7.26164887715655
4,32.8710339568029
0,0
0,0
0,0
2,14.8515747072347
0,0
1,8.58823157298161
0,0
0,0
2,15.1690190332068
2,16.1094530265726
0,0
0,0
1,6.39498679638265
1,3.98028708244056
0,0
1,7.44256877089727
0,0
13,109.704449878059
1,7.26147470590209
0,0
0,0
1,5.65588366184363
3,20.9857018514446
0,0
0,0
0,0
3,27.1765041120297
0,0
0,0
0,0
1,7.42981026475685
0,0
0,0
1,7.9395964192134
0,0
0,0
0,0
1,6.76766105369375
3,23.0607032637525
1,9.08619242717434
0,0
1,13.2642492240411
0,0
0,0
1,6.36220404273
1,9.29067258751054
1,7.59602118705901
1,9.45735534282044
1,7.18402818750725
0,0
0,0
0,0
1,8.56318183561905
0,0
1,4.96799959396028
0,0
0,0
1,8.99826157455359
1,7.60636690163181
4,19.069595746264
1,7.41406814057849
0,0
13,132.027525453295
8,65.4767126073437
1,7.74492973883964
1,8.28008572148119
7,68.2928378188967
0,0
0,0
0,0
0,0
0,0
1,5.67553469204239
1,7.18387329249818
0,0
0,0
1,7.23125994132912
0,0
1,8.21854486139352
5,37.0244880374229
1,7.18798601625564
0,0
0,0
4,27.3652873060664
0,0
0,0
0,0
1,8.14879820683327
10,90.465948415636
0,0
0,0
6,46.3198956369826
0,0
0,0
1,5.91161205569461
0,0
1,8.32127169772293
0,0
0,0
1,8.14677695431698
0,0
0,0
0,0
33,318.576659178747
0,0
0,0
0,0
0,0
0,0
0,0
1,7.52685324136373
0,0
3,32.120244744914
0,0
0,0
0,0
0,0
0,0
0,0
8,66.9116776801758
3,20.5292739494589
5,39.1640548694545
1,8.49340660221888
1,7.53433393585019
4,49.450090408444
0,0
3,17.9486326970588
8,66.6976641708562
3,24.6303444008327
0,0
0,0
0,0
1,8.01716803921845
0,0
3,23.9117318020442
0,0
1,5.57788221639292
0,0
0,0
0,0
0,0
1,7.00032355966626
2,14.588557798342
0,0
1,5.06014665124049
0,0
2,15.1720257265235
1,8.99563323898361
0,0
1,5.82489152536736
0,0
0,0
4,31.2622496597395
0,0
0,0
2,17.4670386249298
4,34.4024046710614
0,0
0,0
0,0
11,89.7647355405779
0,0
0,0
1,11.1533944158451
1,7.22488008836472
0,0
0,0
0,0
0,0
1,4.65383261909923
0,0
1,4.52077627638533
0,0
0,0
0,0
3,24.6902130980863
0,0
2,16.5415173028175
1,12.3335727971393
1,9.99165649804913
0,0
1,5.74837670446156
0,0
0,0
0,0
0,0
0,0
8,66.6541854897422
0,0
3,22.5748463488904
0,0
0,0
0,0
0,0
1,8.74670796071461
0,0
1,6.81361464295459
0,0
0,0
0,0
0,0
0,0
0,0
1,7.19978046528279
0,0
1,7.57776783708941
1,9.64480959019166
0,0
0,0
23,279.351865718892
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5,37.873229250753
0,0
0,0
0,0
1,7.38582253236087
0,0
0,0
1,10.7282741655211
2,14.828344825198
2,12.4703583138987
2,11.3300245271999
0,0
0,0
1,5.78912174200901
0,0
2,13.1395429825771
4,39.2969759174158
1,7.55123742081523
2,17.7296707976761
0,0
0,0
0,0
0,0
0,0
8,70.2864915664513
1,8.17886667401774
1,7.39970497676315
2,15.5208867652807
0,0
19,175.464410425222
1,11.0873119669103
0,0
0,0
0,0
0,0
1,5.9653344434639
0,0
0,0
0,0
3,27.9670767200352
0,0
1,15.112340768444
4,33.4499631414978
2,15.3928083804495
0,0
0,0
4,40.8891580482377
0,0
0,0
0,0
1,8.10734761957938
0,0
0,0
2,37.5718988258177
0,0
0,0
2,16.4507385534936
0,0
0,0
1,8.16940316938894
0,0
0,0
2,17.0785275519772
1,7.52302665462144
0,0
1,5.76086921475641
2,17.4751665633683
1,8.40546246411474
3,28.4091592262882
0,0
0,0
1,8.98365013843531
1,5.32006562228594
1,7.42007536342434
0,0
1,8.04398626171444
7,59.4629289472725
3,21.0056878459474
1,5.01045784600067
0,0
0,0
0,0
0,0
0,0
3,27.9005994261308
0,0
0,0
0,0
9,96.0957610448767
1,8.07516395094705
3,29.1759052166043
1,9.74756407088121
4,36.4449340541631
1,7.77999644004336
0,0
2,14.9794852166585
0,0
2,20.810161175275
0,0
0,0
5,42.1305423730997
0,0
6,37.1310217474564
0,0
3,24.6759620743922
0,0
0,0
1,5.39453741784637
0,0
0,0
4,22.9154453968136
12,101.165000716487
0,0
2,11.1796635292186
0,0
0,0
0,0
0,0
0,0
5,39.1508368197855
0,0
13,106.182965431582
0,0
1,5.66040641134832
0,0
2,16.2232017925629
0,0
0,0
6,58.0139959603346
3,25.9796561583821
0,0
0,0
4,42.8214095893922
2,15.8974330905654
9,59.6509123753603
0,0
0,0
2,14.2987314665634
0,0
4,37.0370619293899
4,30.9531336166849
0,0
0,0
0,0
2,17.7765755913583
1,7.36327979036654
2,26.1479919686187
0,0
0,0
11,117.439532239678
0,0
6,46.7635348656624
0,0
1,5.53371514347168
0,0
0,0
7,70.5969607017188
1,5.20175887515599
1,7.50496669216745
4,36.0306705204267
4,30.5554450921444
4,41.8638346116677
0,0
3,26.6474116505967
0,0
0,0
0,0
0,0
1,10.6585230826284
0,0
0,0
12,140.047612235781
0,0
2,15.2520930575525
0,0
2,18.1004289946641
9,48.1329845441734
1,7.04294175287526
4,45.6213043799063
1,8.18177552058028
2,15.9013934474839
0,0
1,8.82344769572849
0,0
0,0
0,0
0,0
0,0
1,6.13334419749184
1,4.18030472824846
0,0
0,0
0,0
1,5.29870094275303
0,0
1,7.62698003822389
0,0
0,0
0,0
0,0
1,4.92756178042925
1,7.15681841288739
2,16.2190542101039
0,0
0,0
0,0
1,17.4133687477295
0,0
0,0
0,0
0,0
0,0
0,0
1,9.19444096190485
0,0
2,17.689791768574
3,15.1643339834383
0,0
0,0
0,0
1,11.3992681998167
2,14.9393155333244
1,8.52653778323248
3,29.2278514109474
4,31.2500929000672
1,7.92862217660379
3,20.2921656839134
0,0
0,0
10,83.4403273746188
12,132.482433065214
1,7.40313642004327
0,0
0,0
0,0
11,117.654600337547
3,21.0883611515281
1,10.5435888649816
1,8.53260618519252
1,7.64156306439983
0,0
0,0
0,0
2,17.4763766792546
0,0
12,107.72787444638
2,31.784282888098
2,14.6906548227639
8,75.1080302820435
1,8.42676925575022
0,0
1,7.78211449974388
1,7.40711732067695
1,10.1041768023882
0,0
7,82.1015204800727
0,0
0,0
9,89.5780920394087
1,10.0148295642417
2,13.1308691134153
1,6.90219470359798
0,0
0,0
0,0
0,0
1,8.78429991786346
0,0
1,7.28188675592976
0,0
2,14.4040526338704
0,0
0,0
2,19.2451661711809
1,7.22767387731149
0,0
0,0
0,0
1,7.25789152077469
7,57.4252826293493
0,0
1,9.75776150734163
0,0
1,5.21361643111949
12,115.956524752004
0,0
8,85.7295168449906
0,0
0,0
1,5.2766830104608
0,0
0,0
10,87.9760556733752
2,12.5369077689012
0,0
0,0
0,0
0,0
1,8.85849738033635
0,0
1,8.68682550508089
0,0
0,0
1,7.31164639666924
1,7.98314861361385
0,0
0,0
0,0
1,9.59853115951478
0,0
0,0
1,7.69880027937901
1,7.51584564283816
1,8.86232777523018
3,43.7331906550227
0,0
0,0
0,0
0,0
0,0
4,58.8881208954813
0,0
0,0
0,0
0,0
1,7.23440475129838
1,6.62785586530628
0,0
0,0
0,0
0,0
0,0
1,7.62244582503552
0,0
0,0
11,93.4371506109257
7,64.7620297925075
1,7.97505629083747
0,0
0,0
0,0
0,0
3,28.1742520564254
0,0
7,53.1502287319565
1,9.91208848672076
0,0
3,27.8917520868741
0,0
0,0
0,0
9,106.641193764757
0,0
0,0
0,0
0,0
0,0
1,9.31845635392878
1,7.59785871285798
0,0
2,15.7214472983454
0,0
1,14.5627443831035
0,0
1,6.14702211825493
1,4.88609935050281
0,0
0,0
0,0
0,0
2,10.2159436288491
1,8.50906641792235
0,0
8,63.2185405350401
0,0
12,109.305044816573
0,0
6,50.8668249241264
0,0
1,6.39470247731323
1,7.62666229943427
3,24.3577358911373
5,42.8598386420522
1,6.52226624939116
0,0
1,9.27983589319241
0,0
4,32.8341436568697
2,15.7560408688979
3,22.7015948775304
3,25.6509344274419
0,0
1,5.42559130130166
0,0
1,7.19855932960044
0,0
0,0
1,8.70583094234254
0,0
2,15.3121345559672
0,0
5,41.3401964089583
12,111.81933826578
0,0
8,47.7153240190772
0,0
0,0
1,5.29193230313119
8,67.9064745428762
4,31.7645679962655
2,16.8935923377347
13,90.6867104530362
1,8.41665105634901
7,68.5777769926834
1,7.40648635719837
3,23.8910603229643
0,0
0,0
0,0
5,54.5117352800319
6,54.1540953150061
1,8.884905221807
2,20.4248470195839
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10,88.581817063525
1,9.23345761193877
0,0
1,10.9186361655329
7,57.0583505575314
3,23.7800474566855
0,0
0,0
0,0
0,0
0,0
0,0
4,28.3474781340291
4,23.2174902381007
0,0
1,8.35718832387945
1,5.05758889913478
0,0
4,25.0142815114851
6,62.927434803658
0,0
3,25.3723573402308
0,0
1,9.07376464530042
0,0
1,8.48282269081995
3,21.6172623503624
1,6.92683673552064
1,6.10202115228721
1,9.68275041595476
1,9.15562661488667
3,27.6291188115753
0,0
1,8.18933823890803
1,8.77187819805052
0,0
0,0
1,5.16512153801807
1,10.7418868028464
0,0
0,0
1,4.11561085903514
1,5.66602349010109
1,8.57431276707862
1,7.16734842255629
1,7.20134610105365
0,0
0,0
0,0
0,0
0,0
0,0
1,8.7515700277937
1,7.52845922513898
0,0
0,0
0,0
0,0
2,14.7087799238976
13,115.137817283182
1,7.47504421830233
1,9.50272492975287
0,0
0,0
0,0
3,28.3280821431905
0,0
5,32.2927869614609
2,16.4509895736361
5,48.0031875788866
0,0
0,0
0,0
0,0
3,34.6979404172799
0,0
1,4.67763538130543
0,0
3,25.6627881335385
1,5.39837027226859
1,6.75107625415834
1,7.75257452219902
0,0
0,0
0,0
1,10.8532049129139
1,12.9056627730525
0,0
2,20.6110749260989
0,0
1,8.47876063020474
1,8.18351081329821
0,0
0,0
0,0
2,18.250052443117
3,27.2693173959599
0,0
0,0
3,24.714926169493
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,7.17818972534193
2,17.4556140769171
10,61.4519118907359
2,21.7180856300484
0,0
11,110.634368791458
0,0
6,41.9846340064123
1,8.87812166155496
2,15.5025661115098
1,11.4277235537389
0,0
0,0
1,7.92563033326786
2,15.5921012111353
1,6.18372357817608
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,25.9577005530727
0,0
0,0
0,0
0,0
12,105.545920993203
3,25.9854206867261
2,23.8492739281567
0,0
1,7.4642090818326
7,72.4515515140525
5,45.1286429008862
1,9.56654317255056
1,7.37960975673552
9,79.9940222550596
0,0
0,0
1,5.35227334489712
0,0
0,0
0,0
0,0
1,7.182204900255
0,0
0,0
1,10.4313901834808
0,0
1,9.38196156192583
0,0
0,0
0,0
1,7.98155669676078
0,0
0,0
0,0
1,9.15900898608116
0,0
0,0
4,32.7427945751103
0,0
1,7.21720657593407
2,14.475850841242
4,33.3024982614606
0,0
1,7.28559331109435
1,7.85876053543922
0,0
0,0
0,0
7,60.8815873309403
4,39.8715703485678
0,0
0,0
1,7.34145330307415
5,33.945953350249
0,0
0,0
0,0
5,43.5517472229628
0,0
0,0
0,0
0,0
0,0
3,23.482986883157
4,58.7958677586816
0,0
0,0
2,16.3480882088925
3,23.2544940238693
0,0
0,0
1,7.86305217644911
2,14.7413364674485
1,7.50521104094629
1,9.99016653758846
0,0
0,0
0,0
0,0
0,0
2,15.9313286904365
1,7.54393848882185
0,0
0,0
0,0
0,0
3,20.0369015099078
0,0
5,44.6309219022557
9,96.6486016433025
3,28.9016378895349
0,0
0,0
0,0
1,11.6585821935688
3,34.5185418483592
9,76.2222106720043
7,46.4331776529396
0,0
0,0
4,32.8453975281828
1,6.37747344082859
1,7.35441519635183
0,0
0,0
0,0
0,0
1,7.86951320321351
9,77.2670137906479
12,114.802016521584
0,0
1,6.10198507523028
0,0
1,7.2073609423038
8,68.690034685751
6,53.5753948110123
1,7.41835140427803
0,0
3,17.6600779731269
1,7.36243032185816
0,0
0,0
0,0
0,0
2,16.0793737049399
1,8.43924510492531
2,16.4109842382125
2,14.976319108085
0,0
8,67.1759420113121
11,102.112122583471
0,0
1,7.18957542294682
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,5.20412122862085
0,0
1,8.36711312958832
0,0
0,0
0,0
1,8.80428645267226
1,4.78629960975929
0,0
0,0
0,0
1,5.80350299333301
1,7.49845772168841
1,8.88440654280149
1,9.23850747830513
0,0
0,0
1,7.11341994708783
1,8.1238111003952
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,15.9861207379407
0,0
0,0
0,0
1,8.0825299179242
0,0
0,0
7,66.5419388923174
1,9.93791635817929
4,31.9298711208247
1,6.62114745275592
0,0
0,0
0,0
0,0
13,104.550211325103
0,0
0,0
4,37.8763576343373
1,9.66725284554707
0,0
1,24.0230310870306
0,0
0,0
10,91.332518439347
0,0
0,0
0,0
0,0
0,0
0,0
1,7.27814230081138
0,0
0,0
0,0
10,95.9814331436943
0,0
0,0
1,9.14087794847219
0,0
2,13.5421420627738
12,109.184877165261
1,6.34512730576419
0,0
1,5.68732574079871
12,129.780484659818
0,0
0,0
0,0
0,0
0,0
0,0
3,24.617185473778
1,7.35463758068676
0,0
4,38.3907762952285
1,7.16355130855819
1,7.95554808459989
0,0
0,0
1,7.80937256648803
